sample_number,site_id,date,sample_type,method,rr,yr,lr,la,dm_lr,ly,nod,lf,wr,atx,hatx,cyl,ng_m_l,lake,site_type,depth_category,ng_g_resin
156,BYS_BR_SH_01,2025-07-21,regular,spatt,0,0,106.3511134,15.46049708,0,0,6.029972646,0,0,6.204989728,0,0,NA,boysen,shore,NA,NA
158,BYS_FR_SH_03,2025-07-21,regular,spatt,0,0,40.06324851,10.5322031,0,0,4.35872028,0,0,0,0,0,NA,boysen,shore,NA,NA
162,BYS_PC_SH_02,2025-07-21,duplicate,spatt,0,0,15.02648063,0,0,0,1.838971608,0,0,0,0,0,NA,boysen,shore,NA,NA
163,SPATT_BLANK,2025-07-22,blank,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,blank,NA,NA,NA
194,BKS_BL_SH_01,2025-08-04,regular,spatt,0,0,13.09198453,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
195,BKS_BL_SH_02,2025-08-04,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
196,BKS_BL_SH_03,2025-08-04,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
197,BKS_BL_SH_04,2025-08-04,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
198,BKS_BL_SH_05,2025-08-06,regular,spatt,0,0,3.321634778,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
199,BKS_BL_SH_06,2025-08-06,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
200,BKS_BL_SH_07,2025-08-06,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
203,BKS_BL_BU_SS,2025-08-06,regular,spatt,0,0,5.353605489,0,0,0,0,1.098968567,0,0,0,0,NA,brooks,buoy,surface,NA
204,BKS_BL_BU_DD,2025-08-06,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,bottom,NA
205,BKS_UB_SH_08,2025-08-05,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
206,BKS_UB_SH_09,2025-08-05,regular,spatt,0,0,2.164173117,0,0,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
207,BKS_UB_BU_SS,2025-08-05,regular,spatt,0,0,15.59554292,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,surface,NA
208,BKS_UB_BU_DD,2025-08-05,regular,spatt,0,0,16.90099235,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,bottom,NA
209,BKS_RN_SH_10,2025-08-05,regular,spatt,0,0,64.58659749,0,0,0,0,0,0,0,0,0,NA,rainbow,shore,NA,NA
210,BKS_RN_BU_SS,2025-08-05,regular,spatt,0,0,139.0548315,0,11.74691616,0,0,0,0,0,0,0,NA,rainbow,buoy,surface,NA
211,BKS_RN_BU_DD,2025-08-05,regular,spatt,0,0,63.80285427,0,6.11486511,0,0,1.130998372,0,0,0,0,NA,rainbow,buoy,bottom,NA
212,BKS_LJ_BU_SS,2025-08-05,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,surface,NA
213,BKS_LJ_BU_DD,2025-08-05,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,bottom,NA
214,BKS_RN_SH_10,2025-08-05,duplicate,spatt,0,0,153.4719972,0,12.55550441,0,0,0,0,0,0,0,NA,rainbow,shore,NA,NA
215,BYS_BR_SH_01,2025-08-04,regular,spatt,0,0,39.68203202,40.57466162,0,0,5.903717328,0,0,4.438027763,0,0,NA,boysen,shore,NA,NA
216,BYS_PC_SH_02,2025-08-04,regular,spatt,0,0,5.363865974,5.47885347,0,0,9.226887758,0,0,9.423189383,0,0,NA,boysen,shore,NA,NA
